name,group,run,window,tick_start,tick_end,local_role,hearing_load,visual_load,field_pressure,relief,sensory_conflict,kipp_pressure,fit,rekopplung,field_strain,field_carry,afterimage
PREVIEW_REAL3_2023,preview,2,2,41,120,lokal_rekoppelnd,0.176488138,0.22977704524999998,0.19454377225000002,0.701301815,0.054066069124999984,0.17618997305,0.9914111806250001,0.628115125,0.1754175875,0.3397528875,0.0009594374999999999
PREVIEW_REAL3_2023,preview,2,3,81,160,lokal_offen,0.18884029649999998,0.25412717075,0.20033044625000002,0.69941010775,0.06940206487500004,0.18953548317,0.978846712625,0.6243639125,0.1885915375,0.3377166875,0.0009594374999999999
PREVIEW_REAL3_2023,preview,2,4,121,200,lokal_rekoppelnd,0.21931760525000002,0.26827208025,0.20383920850000004,0.7019005525,0.05006744874999997,0.19841443138,0.96004436575,0.623194925,0.204921825,0.34933715,0.0
PREVIEW_REAL3_2023,preview,2,5,161,240,lokal_rekoppelnd,0.20420186575000002,0.244432082,0.19801799125000002,0.7077800252500001,0.040388490624999974,0.18542078281,0.973701017375,0.6286861125,0.1994751125,0.3625944,0.0
PREVIEW_REAL3_2023,preview,2,6,201,280,lokal_rekoppelnd,0.20927576025000003,0.25386354099999997,0.20222194025,0.70220238675,0.048106768249999945,0.19165041370999997,0.970652289625,0.6245146125,0.2021948375,0.35120398750000004,0.0
PREVIEW_REAL3_2023,preview,2,7,241,320,lokal_offen,0.21602511024999999,0.30886042999999996,0.20930942025000002,0.7001700000000001,0.10889787412499999,0.21874758080999995,0.946866650125,0.61975235,0.21863376250000002,0.34942747500000004,7.7775e-05
PREVIEW_REAL3_2023,preview,2,8,281,360,lokale_multisensorische_kippnaehe,0.23873155075000005,0.39842342875,0.22655885725000002,0.6894187745,0.1900427142499999,0.26488521797,0.9079813675,0.605157725,0.2528288125,0.338825425,0.00053355
PREVIEW_REAL3_2023,preview,2,9,321,400,lokale_multisensorische_kippnaehe,0.26049529,0.39954892350000004,0.23050554225000003,0.68236233775,0.16169709350000006,0.26726414141,0.9004834355,0.5995332125,0.2534837375,0.32695478749999995,0.000455775
PREVIEW_REAL3_2023,preview,2,10,361,440,lokal_offen,0.24192301650000003,0.3293957055,0.21474734700000003,0.695977033,0.095008158375,0.22962684354000001,0.9290879860000001,0.61437805,0.2294031,0.346994875,4.07e-05
PREVIEW_REAL3_2023,preview,2,11,401,480,lokal_offen,0.2263015605,0.31880222199999997,0.209997704,0.7002701325,0.09783880462499997,0.22207828998,0.93744581275,0.61876285,0.222351325,0.35349331250000005,4.07e-05
PREVIEW_REAL3_2023,preview,2,12,441,520,lokale_multisensorische_kippnaehe,0.22648486199999998,0.36744856400000003,0.22015926150000004,0.694686785,0.15932517450000006,0.24729338430000006,0.9231925485000001,0.610216475,0.24557669999999998,0.3524243125,3.38125e-05
PREVIEW_REAL3_2023,preview,2,13,481,560,lokale_multisensorische_kippnaehe,0.20594666700000003,0.3737982485,0.22058873950000002,0.69595661025,0.19744930524999996,0.25014261478,0.93071628175,0.6099094625,0.252347825,0.36215625,3.38125e-05
PREVIEW_REAL3_2023,preview,2,14,521,600,lokale_multisensorische_kippnaehe,0.20202665850000004,0.34454180800000006,0.21361755850000003,0.6969113825,0.16096101575000002,0.23383251554000004,0.9403333252499999,0.6142078,0.23144119999999999,0.3563128875,0.001225
PREVIEW_REAL3_2023,preview,2,15,561,640,lokal_offen,0.21949402425000003,0.33218125024999995,0.21321497475,0.6962699037500001,0.12232360974999991,0.22873123434999995,0.9373773375000001,0.6148636625,0.22820456249999999,0.3520364875,0.0015070375
PREVIEW_REAL3_2023,preview,2,16,601,680,lokal_rekoppelnd,0.19918778774999998,0.29989500350000003,0.205674248,0.70296199675,0.11152799950000004,0.21166707910000002,0.956132852375,0.6217869625000001,0.21798297500000002,0.3640554625,0.0003118875
PREVIEW_REAL3_2023,preview,2,17,641,720,lokal_rekoppelnd,0.19357966475000005,0.28606380275,0.20336086075000004,0.7024149557499999,0.10079128299999994,0.20445094735,0.963539127,0.6227226625,0.2072514625,0.3562559875,5.6725e-05
PREVIEW_REAL3_2023,preview,2,18,681,760,lokal_offen,0.18768740650000004,0.29632874925,0.20371484675,0.69879240825,0.11317787212499998,0.20760968175,0.961706768875,0.6212787625,0.1997548375,0.343474475,0.00013515
PREVIEW_REAL3_2023,preview,2,19,721,800,lokal_offen,0.18361145525000003,0.3121062185,0.20501246950000002,0.7006222019999999,0.14000706387499995,0.21517786093999997,0.9571536326250001,0.621140975,0.2087054,0.3523676625,0.00010827499999999999
PREVIEW_REAL3_2023,preview,2,20,761,840,lokal_rekoppelnd,0.18154497600000002,0.308278819,0.20383580675000001,0.70187168925,0.13710670549999995,0.21287567411,0.95892390925,0.6220786125,0.2065476875,0.3534577,0.000155375
PREVIEW_REAL3_2023,preview,2,21,801,880,lokal_offen,0.19629230075000004,0.29023617725,0.20157786725000001,0.69963115325,0.09405952962499997,0.20438439167,0.95831362825,0.6227138875,0.19609503749999999,0.34621556249999996,0.0002863375
PREVIEW_REAL3_2023,preview,2,22,841,920,lokal_offen,0.21646746199999997,0.29748629849999997,0.207288323,0.6966506765,0.083730089625,0.21136951313999996,0.95031144275,0.6184304,0.20910972499999997,0.3449284375,0.0001646125
PREVIEW_REAL3_2023,preview,2,23,881,960,lokal_offen,0.18487368000000004,0.28362493125,0.20432994449999997,0.69888000575,0.10102784812499996,0.20216290241999998,0.970080638875,0.6210420875,0.20041057499999998,0.34179775,3.365e-05
PREVIEW_REAL_2023,preview,1,1,1,80,lokal_offen,0.17263871449999998,0.24661780937499997,0.196471175,0.70382792625,0.07758323737499999,0.18376450671,0.9868429130625,0.6279233375000001,0.185720775,0.3478614375,0.0003181875
PREVIEW_REAL_2023,preview,1,2,41,120,lokal_rekoppelnd,0.173888432,0.21035333299999998,0.18941414550000002,0.711922697,0.03731074162499997,0.16637683464,0.997293263,0.63584025,0.179357075,0.36282800000000004,0.00048484999999999994
PREVIEW_REAL_2023,preview,1,3,81,160,lokal_rekoppelnd,0.1827962955,0.20952257,0.18860057875,0.71056053725,0.02756921449999998,0.16646381038999997,0.992441146,0.6362133125,0.1754479375,0.35980262500000004,0.0032030875
PREVIEW_REAL_2023,preview,1,4,121,200,lokal_offen,0.18203762275000002,0.22755096825,0.19368175475,0.7040511245,0.05189926175,0.17633057543,0.98888745925,0.6297467,0.1791466625,0.3484445125,0.0036777999999999997
PREVIEW_REAL_2023,preview,1,5,161,240,lokal_rekoppelnd,0.15550115375,0.2240125905,0.19124468700000002,0.7083454395,0.07526242049999998,0.17197337322,0.998512185125,0.632778675,0.17816084999999998,0.3553156,0.00144305
PREVIEW_REAL_2023,preview,1,6,201,280,lokal_rekoppelnd,0.1754051195,0.2193258195,0.19092264725,0.707129564,0.04798547749999998,0.17114525476999998,0.99355717775,0.6326285,0.1767252125,0.354665425,0.0013361625
PREVIEW_REAL_2023,preview,1,7,241,320,lokal_offen,0.18328544000000002,0.22430765475,0.19325763875,0.70422515625,0.042990185999999986,0.17427352245000002,0.9894610913749999,0.6304551875000001,0.1786805625,0.3489225375,0.0008679875
PREVIEW_REAL_2023,preview,1,8,281,360,lokal_rekoppelnd,0.16285786674999997,0.23053099424999998,0.19000589774999999,0.70834585875,0.06882213812500002,0.17382699192999998,0.9933114672500001,0.6344139625,0.17480731249999998,0.35384618749999996,0.0020670750000000002
PREVIEW_REAL_2023,preview,1,9,321,400,lokal_offen,0.19762047875000005,0.28483167975,0.20101190600000002,0.70438457625,0.09144214974999997,0.20278354816000002,0.95978582675,0.6260643124999999,0.20415389999999997,0.35872492500000003,0.002161825
PREVIEW_REAL_2023,preview,1,10,361,440,lokal_offen,0.22974490050000002,0.3090772845,0.20989141325,0.700411935,0.08738158774999999,0.21885928720999998,0.94048032075,0.619053225,0.22466258749999998,0.35760546249999997,0.0007503
PREVIEW_REAL_2023,preview,1,11,401,480,lokal_offen,0.20641125375,0.2655698014999999,0.20044645325,0.703421146,0.06125213399999993,0.19523651787,0.964455925625,0.62610915,0.19802576249999998,0.35108055,0.000372775
PREVIEW_REAL_2023,preview,1,12,441,520,lokal_offen,0.1784772485,0.231162323,0.193177217,0.70372591075,0.05844213262500001,0.1772080365,0.9883574312500001,0.6309108875,0.17695975,0.345852425,0.0007037874999999999
PREVIEW_REAL_2023,preview,1,13,481,560,lokal_offen,0.19090996125,0.24664444024999999,0.19618698725000003,0.70145282325,0.06184333962499998,0.18553530611,0.9774097865,0.6277292875,0.1822804375,0.3436666625,0.0008565
PREVIEW_REAL_2023,preview,1,14,521,600,lokal_offen,0.189855911,0.269274167,0.19868632425,0.70477367925,0.08233256600000002,0.19489150601000002,0.96912128525,0.6275392625,0.1948239625,0.352722,0.0003982625
PREVIEW_REAL_2023,preview,1,15,561,640,lokal_rekoppelnd,0.18038404274999997,0.2458022555,0.19360596225000004,0.7127304115,0.07067004150000003,0.18329006463000003,0.980512813125,0.63433065,0.1940624875,0.3686796375,0.0002857375
PREVIEW_REAL_2023,preview,1,16,601,680,lokal_rekoppelnd,0.2079416725,0.28432784749999995,0.2041225675,0.70641610575,0.08975330062499995,0.20598933719999996,0.9579878075,0.6250641875,0.21532287499999997,0.363359025,9.09125e-05
PREVIEW_REAL_2023,preview,1,17,641,720,lokal_offen,0.19222130175000002,0.29868026425,0.20591227475,0.7016413825,0.11870705062499998,0.21093792285,0.9604614917500001,0.6212583,0.2115572625,0.35257601250000004,0.001586
PREVIEW_REAL_2023,preview,1,18,681,760,lokal_offen,0.20709579774999998,0.3084995615,0.20691771875,0.702089543,0.12057666312500005,0.21752553107,0.949120039125,0.62110235,0.2181245375,0.3589003,0.0018101375
PREVIEW_REAL_2023,preview,1,19,721,800,lokale_multisensorische_kippnaehe,0.250133468,0.40939835950000003,0.2314052305,0.68482751,0.199112658375,0.27345154692,0.90163931675,0.599917725,0.26844104999999996,0.3474223625,0.0002241375
PREVIEW_REAL_2023,preview,1,20,761,840,lokale_multisensorische_kippnaehe,0.24766273975000003,0.42350456574999995,0.23447910350000004,0.68025468575,0.20579670287499993,0.27842010304,0.89889545075,0.5961586875,0.267504025,0.33497089999999996,0.000212125
PREVIEW_REAL_2023,preview,1,21,801,880,lokale_multisensorische_kippnaehe,0.23845722775000003,0.39060615475,0.22550744050000002,0.68591484625,0.17370837574999998,0.2599512305,0.91097574925,0.6039690125,0.247856025,0.33705522499999996,0.000466675
PREVIEW_REAL_2023,preview,1,22,841,920,lokale_multisensorische_kippnaehe,0.21288787925000005,0.38206831375,0.22272286700000002,0.690088024,0.19934058199999996,0.25486421156,0.9252447705,0.6070733749999999,0.24771092499999997,0.3470061875,0.00025455
PREVIEW_REAL_2023,preview,1,23,881,960,lokale_multisensorische_kippnaehe,0.20521780675000004,0.3424778755,0.214373276,0.70099198575,0.15955051437499995,0.23414942540000003,0.9405254348750001,0.6161021875,0.23954665,0.3640403,0.00035478749999999997
PREVIEW_REAL_2023,preview,2,1,1,80,lokal_offen,0.17270104325,0.24661780937499997,0.19643840225,0.7037216745,0.07752090862499998,0.18375769481999998,0.9867789759375001,0.627640025,0.1855763625,0.348119775,0.0003181875
PREVIEW_REAL_2023,preview,2,2,41,120,lokal_rekoppelnd,0.173957204,0.21035333299999998,0.18937697375,0.711805554,0.037241969624999975,0.16636895456999998,0.9972217052500001,0.63552765,0.1791953375,0.363114025,0.00048484999999999994
PREVIEW_REAL_2023,preview,2,3,81,160,lokal_rekoppelnd,0.182867361,0.20952257,0.18856151150000003,0.71043956675,0.027498148999999986,0.16645543141999997,0.9923665460000001,0.6358902875,0.175279325,0.36009895,0.0032030875
PREVIEW_REAL_2023,preview,2,4,121,200,lokal_offen,0.18210709600000002,0.22755096825,0.19364326875,0.70393297575,0.051829788499999994,0.17632227833,0.988814236625,0.6294309124999999,0.1789814125,0.34873496249999997,0.0036777999999999997
PREVIEW_REAL_2023,preview,2,5,161,240,lokal_rekoppelnd,0.1555711715,0.2240125905,0.19120680850000002,0.7082263677499999,0.07519240275,0.17196533838,0.9985850725,0.6324604125,0.17799674999999998,0.35560793749999997,0.00144305
PREVIEW_REAL_2023,preview,2,6,201,280,lokal_rekoppelnd,0.17547507125000003,0.2193258195,0.19088581125000004,0.70701045075,0.04791552574999996,0.17113758995,0.993485365875,0.6323105375,0.17656341250000002,0.3549561,0.0013361625
PREVIEW_REAL_2023,preview,2,7,241,320,lokal_offen,0.18334953150000002,0.22430765475,0.19322412475,0.70411594625,0.042926094499999984,0.17426658473,0.989395531625,0.6301638625,0.17853263749999998,0.349188225,0.0008679875
PREVIEW_REAL_2023,preview,2,8,281,360,lokal_rekoppelnd,0.16292441674999997,0.23053099424999998,0.18997095600000002,0.70823248375,0.06875558812500002,0.1738197369,0.9932432505000001,0.6341114625000001,0.174653425,0.35412228749999997,0.0020670750000000002
PREVIEW_REAL_2023,preview,2,9,321,400,lokal_offen,0.19769458850000002,0.28483167975,0.20097495524999998,0.70425757,0.09136804,0.20277617467,0.959711821125,0.6257274500000001,0.20398486249999997,0.35902655,0.002161825
PREVIEW_REAL_2023,preview,2,10,361,440,lokal_offen,0.22982027525000004,0.3090772845,0.20985524250000004,0.70028221275,0.08730621299999997,0.21885229572,0.9404064626249999,0.6187106124999999,0.2244923,0.3579079625,0.0007503
PREVIEW_REAL_2023,preview,2,11,401,480,lokal_offen,0.20647851325,0.2655698014999999,0.20041174625000002,0.7033062205,0.06118487449999993,0.19522940410999998,0.9643875888750001,0.625803425,0.1978706125,0.3513572,0.000372775
PREVIEW_REAL_2023,preview,2,12,441,520,lokal_offen,0.17853771275,0.231162323,0.19314492100000002,0.703623074,0.05838166837500001,0.17720124707999999,0.988294903125,0.63063605,0.1768192,0.34610477500000003,0.0007037874999999999
PREVIEW_REAL_2023,preview,2,13,481,560,lokal_offen,0.19096837125000002,0.24664444024999999,0.19615684975000003,0.70135327225,0.06178492962499997,0.18552912941000002,0.977350444,0.6274637875,0.1821465625,0.3439083625,0.0008565
PREVIEW_REAL_2023,preview,2,14,521,600,lokal_offen,0.18991929575,0.269274167,0.19865331825000004,0.7046654849999999,0.08226918125000002,0.19488469463,0.9690565868750001,0.62725115,0.1946772625,0.352983375,0.0003982625
PREVIEW_REAL_2023,preview,2,15,561,640,lokal_rekoppelnd,0.18045372499999995,0.2458022555,0.193570776,0.71261107175,0.07060035925000005,0.18328297216,0.98044278575,0.6340139125,0.193902625,0.3689638875,0.0002857375
PREVIEW_REAL_2023,preview,2,16,601,680,lokal_rekoppelnd,0.20800909975,0.28432784749999995,0.204091072,0.7062998895,0.08968587337499995,0.20598339299999996,0.957922598375,0.6247577,0.215172125,0.3636280125,9.09125e-05
PREVIEW_REAL_2023,preview,2,17,641,720,lokal_offen,0.1922891745,0.29868026425,0.205878202,0.70152507575,0.118639177875,0.21093108647999997,0.960393482625,0.6209497875000001,0.21140189999999998,0.352852475,0.001586
PREVIEW_REAL_2023,preview,2,18,681,760,lokal_offen,0.20717263,0.3084995615,0.20688141300000001,0.7019571412500001,0.12049983087500003,0.21751860758000002,0.94904531725,0.6207531125,0.21795174999999997,0.359207175,0.0018101375
PREVIEW_REAL_2023,preview,2,19,721,800,lokale_multisensorische_kippnaehe,0.2502145435,0.40939835950000003,0.23137473075000003,0.6846853079999999,0.19903158287500003,0.27344705305,0.90156827925,0.5995492,0.2682696875,0.347725775,0.0002241375
PREVIEW_REAL_2023,preview,2,20,761,840,lokale_multisensorische_kippnaehe,0.24773956375000003,0.42350456574999995,0.23444924200000003,0.68012026775,0.20571987887499993,0.27841549882,0.89882717725,0.5958094875,0.26734035,0.335261,0.000212125
PREVIEW_REAL_2023,preview,2,21,801,880,lokale_multisensorische_kippnaehe,0.23852724550000004,0.39060615475,0.22547812975000003,0.6857930675,0.17363835799999994,0.25994628005000003,0.910911429625,0.60365075,0.24770421250000002,0.33732561250000004,0.000466675
PREVIEW_REAL_2023,preview,2,22,841,920,lokale_multisensorische_kippnaehe,0.21295914550000003,0.38206831375,0.22269225475000004,0.68996427625,0.19926931574999998,0.25485889245,0.925178525125,0.6067494375,0.2475552125,0.3472832625,0.00025455
PREVIEW_REAL_2023,preview,2,23,881,960,lokale_multisensorische_kippnaehe,0.20529853575000004,0.3424778755,0.21433506300000002,0.70085263825,0.15946978537499995,0.23414212704000004,0.940446857375,0.6157352375,0.23936412499999998,0.3643614125,0.00035478749999999997
